"year","saleID","saleprice","log_saleprice","error_log_saleprice","age","enghours","johndeere","spring","summer","winter","horsepower","squared_horsepower","diesel","fwd","manual","cab"
2002,663,9353.67996016644,9.14352512347841,0.389627991988132,10,608,0,0,1,0,62,3844,1,0,1,1
2002,664,6719.05574684833,8.81270290978234,-0.570390195051472,30,5125,0,0,0,1,52,2704,1,0,1,0
2002,665,7258.46237104175,8.88992329076484,0.207866713384309,7,970,0,0,0,0,28,784,1,1,0,0
2002,666,6466.9152913942,8.77445450276705,-0.278242413896805,27,550,0,0,1,0,53,2809,1,0,1,0
2002,667,15008.7696085483,9.61638994981852,-0.337799153179324,6,931,0,0,0,1,32,1024,1,1,1,0
2002,668,10290.3000803143,9.23895699072692,0.114044699996091,10,4484,1,0,1,0,44,1936,0,1,0,0
2002,669,7156.65915250605,8.87579855225159,0.627404098188716,6,2348,0,0,1,0,80,6400,1,1,0,0
2002,670,43456.6939399016,10.6795201795846,-0.0980082046110837,15,7595,0,0,0,0,225,50625,1,1,1,1
2002,671,18350.8410539261,9.8174306864338,-0.501507797808854,22,7811,0,0,0,0,100,10000,1,0,1,1
2002,672,10614.4176990457,9.26996851620742,0.460660256767593,10,291,0,0,0,0,55,3025,1,1,1,1
2002,673,7794.39408002742,8.96116004659471,0.172142795025426,6,2348,0,0,1,0,33,1089,1,1,0,0
2002,674,8594.69189204551,9.0589000698266,0.279038861289367,6,171,0,1,0,0,46,2116,1,1,1,0
2002,675,7307.91827420149,8.89671373437591,0.715436288422415,16,9320,1,1,0,0,75,5625,1,1,1,1
2002,676,18293.3370345391,9.81429217605702,-0.0132520191867638,4,350,1,0,0,0,75,5625,1,0,1,0
2002,677,14303.5257286364,9.56826134030855,-0.27507400470413,5,395,0,0,0,0,29,841,1,1,1,0
2002,678,24110.263478978,10.0903928993187,-0.264731116672662,21,1010,0,1,0,0,96,9216,1,1,1,1
2002,679,7563.16004712691,8.93104437748944,0.29065847868603,12,916,1,1,0,0,26,676,1,1,0,0
2002,680,13586.6722203548,9.51684460742864,0.561071320830457,9,90,0,0,0,0,90,8100,1,1,1,1
2002,681,8707.00571172917,9.07188323482118,0.323326750107285,7,203,1,0,0,0,50,2500,0,0,0,0
2002,682,50629.5135206969,10.8322899563991,-0.0967844037699681,5,1650,1,0,0,0,105,11025,1,1,1,1
2002,683,6208.40054076892,8.73365857987981,-0.182100435571289,15,578,0,0,0,1,20,400,0,0,0,0
2002,684,8112.21844621839,9.00112665424285,0.282318870589661,7,2019,0,0,1,0,52,2704,1,1,1,0
2002,685,43456.6939399016,10.6795201795846,-0.0980082046110837,15,7595,0,0,0,0,225,50625,1,1,1,1
2002,686,18128.6388903278,9.80524822593492,-0.599646266465953,24,6559,0,1,0,0,87,7569,1,0,1,1
2002,687,6597.94501346237,8.79451351793482,0.348756853880689,10,681,0,0,0,0,44,1936,1,1,1,0
2002,688,13746.4514103396,9.52853599053851,0.0925233524281452,22,5796,0,0,0,0,108,11664,1,1,1,1
2002,689,13457.1925388039,9.5072690033455,0.244179228010104,7,2452,0,0,0,0,105,11025,1,1,1,0
2002,690,23046.9066106151,10.0452868359747,0.424277846284795,23,9067,0,1,0,0,325,105625,1,1,1,1
2002,691,6724.30930656321,8.81348449385172,0.247578315657206,7,159,0,0,1,0,22,484,1,1,0,0
2002,692,8978.73536256494,9.10261432315685,-0.134912098742278,11,128,0,1,0,0,45,2025,1,0,1,0
2002,693,6247.40755805968,8.73992186597053,0.244669812870368,11,1409,0,1,0,0,33,1089,1,1,1,0
2002,694,82754.0157031948,11.3236278201971,-0.51995751469488,8,4257,0,0,0,0,180,32400,1,1,0,1
2002,695,12432.6926759137,9.42808478822981,0.111024749548418,3,22,1,0,0,1,45,2025,1,0,1,0
2002,696,3505.67532856568,8.16213845667677,0.0246388842705958,27,7200,0,0,0,0,56,3136,1,0,1,0
2002,697,9579.18257658582,9.16734754128955,0.0448577928873508,4,48,0,0,0,1,48,2304,1,0,0,0
2002,698,8943.36813652066,9.09866754626698,0.18416648944079,32,4690,0,0,0,1,140,19600,1,0,1,1
2002,699,25707.7618937613,10.1545482444972,-0.67753416695829,20,5439,0,0,0,0,95,9025,1,0,1,1
2002,700,13186.2942655288,9.48693325593635,-0.0426059706276281,6,948,0,0,0,0,54,2916,1,1,1,0
2002,701,9890.35630110915,9.19931545036915,0.0920795819041729,19,3091,0,0,1,0,100,10000,1,1,1,0
2002,702,13406.2345100275,9.50347513968057,0.302372995656992,12,1586,0,0,0,0,73,5329,1,1,0,1
2002,703,15223.9260325624,9.63062355035688,-0.0814243115910962,13,2484,0,0,1,0,74,5476,1,0,1,1
2002,704,27084.4397994327,10.2067146648223,-0.589373575165444,4,9,0,0,1,0,50,2500,1,1,1,0
2002,705,10290.3000803143,9.23895699072692,0.114044699996091,10,4484,1,0,1,0,44,1936,0,1,0,0
2002,706,14162.3747851108,9.55834406399874,0.268151444018514,16,1540,0,0,0,0,90,8100,1,1,1,1
2002,707,10818.8321125396,9.28904360873185,-0.60418790013823,25,6228,0,0,0,0,85,7225,1,0,0,0
2002,708,18350.8410539261,9.8174306864338,-0.501507797808854,22,7811,0,0,0,0,100,10000,1,0,1,1
2002,709,7322.17506884183,8.89866270337001,0.505461958890479,12,1489,0,0,0,0,62,3844,1,0,1,1
2002,710,9140.65097014211,9.12048688402823,-0.291890142862016,19,4500,0,1,0,0,76,5776,1,0,0,0
2002,711,8712.3043399905,9.07249159742671,0.206550714088788,3,1,0,0,1,0,28,784,1,1,0,0
2002,712,10986.4327575681,9.30441640485876,0.039862116915959,7,1625,0,0,1,0,80,6400,1,0,1,0
2002,713,47593.8108328796,10.7704580072463,0.0786041741001249,9,7056,0,1,0,0,240,57600,1,1,1,1
2002,714,18395.1731937198,9.81984358275521,-0.0825415780101775,2,5,0,0,0,0,65,4225,1,1,1,0
2002,715,13406.2345100275,9.50347513968057,0.302372995656992,12,1586,0,0,0,0,73,5329,1,1,0,1
2002,716,14162.3747851108,9.55834406399874,0.268151444018514,16,1540,0,0,0,0,90,8100,1,1,1,1
2002,717,15668.1359636421,9.65938437253988,-0.128499550429421,4,10,0,0,0,1,50,2500,1,1,1,0
2002,718,28392.1143375328,10.2538667214221,-0.2348510743233,3,178,0,1,0,0,98,9604,1,1,1,0
2002,719,14951.8569607354,9.61259078252566,0.0858626148125463,8,2500,0,0,1,0,47,2209,1,1,1,1
2002,720,13112.4171489861,9.48131493420879,-0.30784209519085,6,165,0,0,0,1,45,2025,1,0,0,0
2002,721,9465.42532218223,9.15540099894467,0.326289989501396,26,2785,0,0,0,0,98,9604,1,1,1,1
2002,722,30197.1128391626,10.3155015974406,-0.388691358032908,8,1400,0,0,0,1,85,7225,1,0,0,1
2002,723,12339.3910494945,9.42055194855086,-0.422311008897466,7,208,0,0,0,0,30,900,0,0,0,0
2002,724,7542.28069342605,8.9282798944986,0.347503606204633,18,1157,0,0,0,0,66,4356,1,0,1,1
2002,725,114950.14424986,11.6522537850828,-0.201483414977066,4,1360,0,1,0,0,275,75625,1,1,1,1
2002,726,5797.98533575486,8.66526578028814,-0.248119515027081,32,877,0,0,0,0,65,4225,1,0,1,0
2002,727,4540.79579010052,8.42085755983803,0.450454548587306,13,1257,1,0,0,0,26,676,0,0,0,0
2002,728,6466.9152913942,8.77445450276705,-0.278242413896805,27,550,0,0,1,0,53,2809,1,0,1,0
2002,729,9465.42532218223,9.15540099894467,0.326289989501396,26,2785,0,0,0,0,98,9604,1,1,1,1
2002,730,7779.14692467438,8.95920196137568,-0.305772449275699,23,4527,0,0,1,0,72,5184,1,0,1,0
2002,731,14622.7024340896,9.590330561235,-0.294914443414861,33,4122,0,0,0,0,131,17161,1,0,1,1
2002,732,43526.9097675114,10.6811346411583,-0.272699950261025,5,300,0,1,0,0,95,9025,1,1,1,1
2002,733,16601.5987988909,9.71725428289302,-0.0645007791902135,22,5316,0,1,0,0,140,19600,1,0,1,1
2002,734,15074.1700090581,9.62073796263742,0.829110385462332,21,9392,0,1,0,0,325,105625,1,1,1,1
2002,735,2774.19045029166,7.92811425399454,0.417351006163747,28,2277,0,0,0,0,36,1296,0,1,1,0
2002,736,10258.010670764,9.23581420818692,-0.135860459790614,13,1347,0,0,0,1,72,5184,0,0,0,0
2002,737,3990.93290808154,8.29178029410351,0.0453831786587724,21,8283,0,0,0,0,55,3025,1,0,1,0
2002,738,13186.2942655288,9.48693325593635,-0.0426059706276281,6,948,0,0,0,0,54,2916,1,1,1,0
2002,739,8221.14373602549,9.01446461900677,-0.112148257838914,16,1290,0,0,0,0,35,1225,1,1,0,0
2002,740,44782.4694251008,10.7095720343469,0.118056376491422,19,6131,0,0,0,0,350,122500,1,1,1,1
2002,741,7649.24497963788,8.94236222647769,-0.486918925136923,33,4647,1,1,0,0,50,2500,1,0,1,0
2002,742,5337.54498710497,8.58252108599878,0.328710114952468,15,3939,1,0,0,1,20,400,0,1,1,0
2002,743,17665.839779922,9.77938809786069,-0.329237901462882,28,3736,1,0,0,1,85,7225,1,0,1,1
2002,744,34305.3231497386,10.4430558149826,-0.238657320681806,4,85,0,0,0,1,68,4624,1,1,1,1
2002,745,31335.2849444645,10.352500056106,0.0612414331078313,4,325,0,1,0,0,99,9801,1,1,1,1
2002,746,6724.30930656321,8.81348449385172,0.247578315657206,7,159,0,0,1,0,22,484,1,1,0,0
2002,747,18215.8969428726,9.81004995022168,-0.180553548320374,26,5400,0,0,0,1,154,23716,1,0,1,1
2002,748,1432.12151831231,7.2669122030769,1.10239394048354,18,5325,0,0,1,0,55,3025,1,0,1,0
2002,749,7794.39408002742,8.96116004659471,0.172142795025426,6,2348,0,0,1,0,33,1089,1,1,0,0
2002,750,132474.233898026,11.7941434443514,-0.401641516013987,2,1620,0,1,0,0,235,55225,1,1,0,1
2002,751,8411.60941913586,9.03736810435326,-0.168046739694542,32,6600,0,0,0,0,90,8100,1,0,1,1
2002,752,7239.75553075034,8.88734271833872,0.221629766323664,11,273,0,0,0,0,40,1600,1,1,1,0
2002,753,30197.1128391626,10.3155015974406,-0.388691358032908,8,1400,0,0,0,1,85,7225,1,0,0,1
2002,754,11246.0768560364,9.32777462290637,-0.232189879767315,11,1388,0,0,1,0,35,1225,1,1,0,0
2002,755,12333.0711823067,9.4200396472437,-0.06847421684731,30,5148,0,0,1,0,136,18496,1,0,1,1
2002,756,208216.635753915,12.2463343347275,-0.373996737337297,3,467,1,0,0,0,270,72900,1,1,1,1
2002,757,3907.64930324009,8.27069127096813,0.0470391893137734,32,10734,1,0,1,0,70,4900,0,0,0,0
2002,758,18395.1731937198,9.81984358275521,-0.0825415780101775,2,5,0,0,0,0,65,4225,1,1,1,0
2002,759,132474.233898026,11.7941434443514,-0.401641516013987,2,1620,0,1,0,0,235,55225,1,1,0,1
2002,760,13457.1925388039,9.5072690033455,0.244179228010104,7,2452,0,0,0,0,105,11025,1,1,1,0
2002,761,12432.6926759137,9.42808478822981,0.111024749548418,3,22,1,0,0,1,45,2025,1,0,1,0
2002,762,36119.0553870801,10.4945758551148,-0.448389411552753,5,271,0,0,0,1,80,6400,1,0,0,1
2002,763,12770.6342549316,9.4549036153681,-0.123796606799864,5,304,0,1,0,0,35,1225,1,1,1,0
2002,764,16601.5987988909,9.71725428289302,-0.0645007791902135,22,5316,0,1,0,0,140,19600,1,0,1,1
2002,765,14951.8569607354,9.61259078252566,0.0858626148125463,8,2500,0,0,1,0,47,2209,1,1,1,1
2002,766,9890.35630110915,9.19931545036915,0.0920795819041729,19,3091,0,0,1,0,100,10000,1,1,1,0
2002,767,3487.02804044471,8.1568050880671,0.0530835168555068,29,2319,0,0,0,1,45,2025,1,0,1,0
2002,768,17183.7148104495,9.7517174009447,-0.65614601675566,32,6424,0,0,1,0,105,11025,1,0,1,1
2002,769,18293.3370345391,9.81429217605702,-0.0132520191867638,4,350,1,0,0,0,75,5625,1,0,1,0
2002,770,5003.65806863009,8.5179245376434,0.289593695692123,31,6859,0,1,0,0,90,8100,1,0,1,1
2002,771,8411.60941913586,9.03736810435326,-0.168046739694542,32,6600,0,0,0,0,90,8100,1,0,1,1
2002,772,8847.68384375253,9.08791099117893,0.686236697585359,11,2964,0,0,1,0,80,6400,1,1,1,1
2002,773,7278.35155206067,8.89265968039392,0.12168319359116,17,3900,0,0,1,0,95,9025,1,0,1,0
2002,774,4331.92579781039,8.37376747912155,-0.0685504917497806,26,3084,0,0,1,0,45,2025,1,0,1,0
2002,775,4331.92579781039,8.37376747912155,-0.0685504917497806,26,3084,0,0,1,0,45,2025,1,0,1,0
2002,776,9572.82549208069,9.16668368560238,0.131087351410763,7,2350,0,0,1,0,52,2704,1,1,0,0
2002,777,5154.54879271949,8.5476348645348,0.475344065005014,33,5521,0,0,1,0,122,14884,1,0,1,1
2002,778,34305.3231497386,10.4430558149826,-0.238657320681806,4,85,0,0,0,1,68,4624,1,1,1,1
2002,779,18730.0992640157,9.83788709515798,-0.483618517971321,31,6441,0,1,0,0,138,19044,1,0,1,1
2002,780,10107.6941833229,9.22105221313576,-0.20188506719269,24,5870,1,0,1,0,88,7744,1,0,1,0
2002,781,18215.8969428726,9.81004995022168,-0.180553548320374,26,5400,0,0,0,1,154,23716,1,0,1,1
2002,782,9497.42808445752,9.15877631298337,-0.194701975884929,12,1031,0,0,0,0,25,625,1,1,0,0
2002,783,16819.8172451248,9.73031306813645,0.711309578124117,25,7200,0,0,1,0,335,112225,1,1,1,1
2002,784,7794.39408002742,8.96116004659471,0.172142795025426,6,2348,0,0,1,0,33,1089,1,1,0,0
2002,785,192355.091973763,12.1670983802697,-0.599600530761364,5,1511,1,0,0,0,215,46225,1,1,1,1
2002,786,6616.78186480183,8.79736440759318,0.099938121524703,11,750,0,0,1,0,45,2025,1,0,0,0
2002,787,60289.67671141,11.0069161692433,-0.118326366283883,7,2699,0,0,0,1,190,36100,1,1,1,1
2002,788,2774.19045029166,7.92811425399454,0.417351006163747,28,2277,0,0,0,0,36,1296,0,1,1,0
2002,789,17183.7148104495,9.7517174009447,-0.65614601675566,32,6424,0,0,1,0,105,11025,1,0,1,1
2002,790,5342.19733655988,8.58339233356416,0.912813753682466,33,3955,0,0,1,0,195,38025,1,0,1,1
2002,791,6466.9152913942,8.77445450276705,-0.278242413896805,27,550,0,0,1,0,53,2809,1,0,1,0
2002,792,28380.1651677388,10.253445770561,0.0370061524706902,25,2595,0,1,0,0,200,40000,1,1,1,1
2002,793,17665.839779922,9.77938809786069,-0.329237901462882,28,3736,1,0,0,1,85,7225,1,0,1,1
2002,794,7156.65915250605,8.87579855225159,0.627404098188716,6,2348,0,0,1,0,80,6400,1,1,0,0
2002,795,3505.67532856568,8.16213845667677,0.0246388842705958,27,7200,0,0,0,0,56,3136,1,0,1,0
2002,796,7557.82126593697,8.93033823530181,-0.151832576881729,22,18744,0,0,0,1,99,9801,1,0,1,1
2002,797,28380.1651677388,10.253445770561,0.0370061524706902,25,2595,0,1,0,0,200,40000,1,1,1,1
2002,798,1268.78944300219,7.14581853038742,0.926089902415396,19,6833,0,0,0,0,32,1024,1,0,1,0
2002,799,27647.1281340842,10.2272771366044,0.486631008707043,18,8230,0,1,0,0,360,129600,1,1,1,1
2002,800,16601.5987988909,9.71725428289302,-0.0645007791902135,22,5316,0,1,0,0,140,19600,1,0,1,1
2002,801,10614.4176990457,9.26996851620742,0.460660256767593,10,291,0,0,0,0,55,3025,1,1,1,1
2002,802,4952.67558521373,8.50768323179859,-0.127315463047509,27,1310,1,0,0,1,16,256,0,0,0,0
2002,803,108466.543731379,11.594197051706,-0.333915022598459,4,1250,0,0,0,1,221,48841,1,1,1,1
2002,804,5063.63089638856,8.5298390734086,-0.0341647039592488,23,4028,0,1,0,0,32,1024,1,1,1,0
2002,805,4331.92579781039,8.37376747912155,-0.0685504917497806,26,3084,0,0,1,0,45,2025,1,0,1,0
2002,806,7298.38202803361,8.89540796257531,0.0344622109929098,33,6453,0,0,0,1,105,11025,1,0,1,1
2002,807,9140.65097014211,9.12048688402823,-0.291890142862016,19,4500,0,1,0,0,76,5776,1,0,0,0
2002,808,9465.42532218223,9.15540099894467,0.326289989501396,26,2785,0,0,0,0,98,9604,1,1,1,1
2002,809,8860.36055131336,9.0893427370503,-0.125788025646383,11,557,0,0,1,0,21,441,1,1,0,0
2002,810,20059.2048438624,9.90644342184008,0.277729572615915,8,680,0,1,0,0,95,9025,1,1,0,1
2002,811,43526.9097675114,10.6811346411583,-0.272699950261025,5,300,0,1,0,0,95,9025,1,1,1,1
2002,812,39240.8905614248,10.577474608667,-0.352891035181139,8,3517,0,0,1,0,100,10000,1,1,0,1
2002,813,7920.96417941199,8.97726821722353,0.352899218338383,9,807,1,0,0,1,27,729,1,1,1,0
2002,814,8978.73536256494,9.10261432315685,-0.134912098742278,11,128,0,1,0,0,45,2025,1,0,1,0
2002,815,3014.97024881729,8.01134524139031,0.0067324067196779,31,9543,0,0,0,1,63,3969,1,0,1,0
2002,816,3487.02804044471,8.1568050880671,0.0530835168555068,29,2319,0,0,0,1,45,2025,1,0,1,0
2002,817,11056.0873784581,9.31073644923762,0.0247151301759505,11,732,1,0,0,1,28,784,1,1,0,0
2002,818,8640.98977889096,9.06427241297887,0.250386364477245,30,9042,0,0,0,0,163,26569,1,0,1,1
2002,819,7298.38202803361,8.89540796257531,0.0344622109929098,33,6453,0,0,0,1,105,11025,1,0,1,1
2002,820,14274.2648351226,9.56621353303149,0.208132419927868,12,6337,0,0,0,0,90,8100,1,1,1,1
2002,821,40101.799675685,10.5991764919805,-0.527404520850766,4,784,0,0,0,0,105,11025,1,1,1,0
2002,822,228558.824839238,12.339548895306,-0.411926665471197,2,1148,1,1,0,0,491,241081,1,1,1,1
2002,823,20628.2297965323,9.93441579513848,-0.266698936462113,24,2670,0,0,0,1,98,9604,1,1,1,1
2002,824,3784.24127506322,8.23860069004795,0.0554434968881541,21,8332,0,0,0,0,51,2601,1,0,1,0
2002,825,119723.096716076,11.6929368279542,-0.467166222628695,6,1003,0,0,0,0,221,48841,1,1,0,1
2002,826,5034.23005680888,8.52401587524873,0.102506365139657,33,9479,0,1,0,0,86,7396,1,0,1,1
2002,827,208216.635753915,12.2463343347275,-0.373996737337297,3,467,1,0,0,0,270,72900,1,1,1,1
2002,828,9890.35630110915,9.19931545036915,0.0920795819041729,19,3091,0,0,1,0,100,10000,1,1,1,0
2002,829,8221.14373602549,9.01446461900677,-0.112148257838914,16,1290,0,0,0,0,35,1225,1,1,0,0
2002,830,134807.287549158,11.8116015379364,-0.587277419585295,7,5038,0,0,1,0,510,260100,1,1,1,1
2002,831,7649.24497963788,8.94236222647769,-0.486918925136923,33,4647,1,1,0,0,50,2500,1,0,1,0
2002,832,8640.98977889096,9.06427241297887,0.250386364477245,30,9042,0,0,0,0,163,26569,1,0,1,1
2002,833,7278.35155206067,8.89265968039392,0.12168319359116,17,3900,0,0,1,0,95,9025,1,0,1,0
2002,834,37821.3518793036,10.5406290866636,-0.229945969201891,5,2417,0,0,0,1,95,9025,1,1,0,1
2002,835,8475.89078804914,9.04498103445963,-0.341989312024106,18,1275,0,0,0,0,44,1936,1,0,1,0
2002,836,8411.60941913586,9.03736810435326,-0.168046739694542,32,6600,0,0,0,0,90,8100,1,0,1,1
2002,837,7542.28069342605,8.9282798944986,0.347503606204633,18,1157,0,0,0,0,66,4356,1,0,1,1
2002,838,24259.8910656178,10.0965796922002,-0.0800100412659521,18,7194,0,0,0,0,145,21025,1,1,1,1
2002,839,4236.62092996999,8.35152128001337,0.916863527481949,5,286,0,1,0,0,48,2304,1,1,1,0
2002,840,3487.02804044471,8.1568050880671,0.0530835168555068,29,2319,0,0,0,1,45,2025,1,0,1,0
2002,841,10107.6941833229,9.22105221313576,-0.20188506719269,24,5870,1,0,1,0,88,7744,1,0,1,0
2002,842,1416.22493916936,7.25575011698309,0.650713553305525,25,3351,0,1,0,0,18,324,0,0,0,0
2002,843,13586.6722203548,9.51684460742864,0.561071320830457,9,90,0,0,0,0,90,8100,1,1,1,1
2002,844,12904.7008593002,9.4653469316671,-0.0941591398801389,5,2379,0,0,0,0,76,5776,1,0,0,0
2002,845,9579.18257658582,9.16734754128955,0.0448577928873508,4,48,0,0,0,1,48,2304,1,0,0,0
2002,846,10818.8321125396,9.28904360873185,-0.60418790013823,25,6228,0,0,0,0,85,7225,1,0,0,0
2002,847,4331.92579781039,8.37376747912155,-0.0685504917497806,26,3084,0,0,1,0,45,2025,1,0,1,0
2002,848,14951.8569607354,9.61259078252566,0.0858626148125463,8,2500,0,0,1,0,47,2209,1,1,1,1
2002,849,43526.9097675114,10.6811346411583,-0.272699950261025,5,300,0,1,0,0,95,9025,1,1,1,1
2002,850,16601.5987988909,9.71725428289302,-0.0645007791902135,22,5316,0,1,0,0,140,19600,1,0,1,1
2002,851,12151.6982367403,9.40522421157263,-0.247807117216949,9,29,0,0,0,0,29,841,0,1,0,0
2002,852,14274.2648351226,9.56621353303149,0.208132419927868,12,6337,0,0,0,0,90,8100,1,1,1,1
2002,853,6339.4843428363,8.754552710186,0.858253701366751,29,7500,0,0,0,0,217,47089,1,0,1,1
2002,854,10596.6050780791,9.26828895314804,0.0349884104112981,31,9438,0,1,0,0,163,26569,1,0,1,1
2002,855,9821.54461453763,9.19233368170208,-0.37367460905141,24,1391,0,0,0,0,50,2500,1,1,1,0
2002,856,13746.4514103396,9.52853599053851,0.0925233524281452,22,5796,0,0,0,0,108,11664,1,1,1,1
2003,857,15474.6711460102,9.6469598466653,0.170976618226469,8,293,0,0,1,0,52,2704,1,1,1,NA
2003,858,50661.0006753038,10.8329116761301,-0.641708807060782,29,3918,0,1,0,0,187,34969,1,1,1,NA
2003,859,4929.26383157506,8.50294493166264,0.289593695692123,31,6859,0,1,0,0,90,8100,1,0,1,NA
2003,860,3628.12632504821,8.19647163010189,0.622912696678275,5,757,0,0,0,1,30,900,1,0,1,NA
2003,861,8974.08500239361,9.10209625856524,0.0557337357588104,5,228,0,0,1,0,48,2304,0,0,0,NA
2003,862,7653.72526744242,8.94294777135691,-0.151832576881729,22,18744,0,0,0,1,99,9801,1,0,1,NA
2003,863,32114.0945477533,10.3770502952341,-0.198238516440362,17,4512,1,1,0,0,99,9801,1,1,1,NA
2003,864,28188.5321612915,10.2466705132701,-0.589373575165444,4,9,0,0,1,0,50,2500,1,1,1,NA
2003,865,108617.461947234,11.5955874649674,-0.456495978069755,7,2221,0,0,0,0,215,46225,1,1,0,NA
2003,866,24506.7242153779,10.1067028166467,0.1331212338927,5,2360,0,1,0,0,95,9025,1,1,1,NA
2003,867,16928.683443392,9.73676470738935,0.170205810089021,5,673,0,0,1,0,52,2704,1,1,1,NA
2003,868,7245.77979261978,8.88817448079447,0.12168319359116,17,3900,0,0,1,0,95,9025,1,0,1,NA
2003,869,213807.024137667,12.2728291308111,-0.373996737337297,3,467,1,0,0,0,270,72900,1,1,1,NA
2003,870,8259.48039849692,9.0191169587854,0.512050881423805,31,4788,0,0,0,0,187,34969,1,0,1,NA
2003,871,12910.044145206,9.46576090329309,-0.123796606799864,5,304,0,1,0,0,35,1225,1,1,1,NA
2003,872,9737.63461550177,9.18375351452522,0.0629766005337764,4,56,0,0,0,0,26,676,1,1,0,NA
2003,873,24506.7242153779,10.1067028166467,0.1331212338927,5,2360,0,1,0,0,95,9025,1,1,1,NA
2003,874,7450.21539153839,8.91599822257156,0.29065847868603,12,916,1,1,0,0,26,676,1,1,0,NA
2003,875,26902.72061447,10.1999826985602,0.486631008707043,18,8230,0,1,0,0,360,129600,1,1,1,NA
2003,876,4431.54785142959,8.39650420414105,0.0613138864694562,23,4617,0,0,0,0,60,3600,0,0,0,NA
2003,877,11277.765325852,9.3305883960155,0.480894787696259,7,3500,0,1,0,0,70,4900,1,1,1,NA
2003,878,4929.26383157506,8.50294493166264,0.289593695692123,31,6859,0,1,0,0,90,8100,1,0,1,NA
2003,879,9864.32977536682,9.19668047650014,0.0920795819041729,19,3091,0,0,1,0,100,10000,1,1,1,NA
2003,880,14357.6555041618,9.57203856354602,0.829110385462332,21,9392,0,1,0,0,325,105625,1,1,1,NA
2003,881,7995.24064962739,8.98660172483099,0.282318870589661,7,2019,0,0,1,0,52,2704,1,1,1,NA
2003,882,8132.83964251192,9.00366542107973,-0.340280567549865,15,1370,0,0,0,0,28,784,1,0,0,NA
2003,883,40241.3478047232,10.6026502983659,-0.352891035181139,8,3517,0,0,1,0,100,10000,1,1,0,NA
2003,884,4017.88914669806,8.29851195582009,0.664663327512228,33,5188,0,0,0,1,122,14884,1,0,1,NA
2003,885,18365.7064968187,9.8182404272562,-0.0132520191867638,4,350,1,0,0,0,75,5625,1,0,1,NA
2003,886,18471.4760777896,9.82398298758476,0.233621429866647,10,3924,0,0,1,0,105,11025,1,1,0,NA
2003,887,8304.84106935283,9.0245938851217,-0.112148257838914,16,1290,0,0,0,0,35,1225,1,1,0,NA
2003,888,13911.1654522172,9.54044706661383,-0.520505340115992,17,1785,0,0,1,0,41,1681,1,1,1,NA
2003,889,2565.35420692894,7.84985184044095,0.626062908837174,10,1737,0,1,0,0,19,361,0,0,0,NA
2003,890,108617.461947234,11.5955874649674,-0.456495978069755,7,2221,0,0,0,0,215,46225,1,1,0,NA
2003,891,235252.412371813,12.368414311898,-0.411926665471197,2,1148,1,1,0,0,491,241081,1,1,1,NA
2003,892,1359.78315328262,7.21508051990149,0.650713553305525,25,3351,0,1,0,0,18,324,0,0,0,NA
2003,893,6475.85688049041,8.77583621456728,0.348756853880689,10,681,0,0,0,0,44,1936,1,1,1,NA
2003,894,13372.2754621657,9.50093884725047,-0.395667673921317,14,3000,0,0,0,1,75,5625,1,0,1,NA
2003,895,11073.5178066644,9.31231175360163,0.0247151301759505,11,732,1,0,0,1,28,784,1,1,0,NA
2003,896,4017.88914669806,8.29851195582009,0.664663327512228,33,5188,0,0,0,1,122,14884,1,0,1,NA
2003,897,5017.71147580978,8.5207292274275,0.102506365139657,33,9479,0,1,0,0,86,7396,1,0,1,NA
2003,898,2076.81649904432,7.6385914709333,0.936141012305097,14,1350,0,1,0,0,47,2209,1,0,1,NA
2003,899,10210.4241657719,9.23116445444582,0.187219302617368,31,6155,0,0,1,0,165,27225,1,0,1,NA
2003,900,3386.33305488441,8.12750292019617,0.134139309033607,30,3530,1,0,0,0,28,784,1,0,0,NA
2003,901,11270.2901550317,9.32992535249048,-0.60418790013823,25,6228,0,0,0,0,85,7225,1,0,0,NA
2003,902,1201.17786854707,7.09105791148645,0.926089902415396,19,6833,0,0,0,0,32,1024,1,0,1,NA
2003,903,7910.24994837702,8.97591465929875,-0.486918925136923,33,4647,1,1,0,0,50,2500,1,0,1,NA
2003,904,34138.4780345957,10.4381804152316,0.101769700868232,5,430,1,0,0,0,81,6561,1,1,1,NA
2003,905,16720.7473163266,9.72440558159241,-0.0645007791902135,22,5316,0,1,0,0,140,19600,1,0,1,NA
2003,906,9864.32977536682,9.19668047650014,0.0920795819041729,19,3091,0,0,1,0,100,10000,1,1,1,NA
2003,907,36345.6610156475,10.5008301090046,-0.0454767686580038,18,6849,0,0,1,0,215,46225,1,1,1,NA
2003,908,18548.0961877568,9.82812243138085,-0.0825415780101775,2,5,0,0,0,0,65,4225,1,1,1,NA
2003,909,18475.0976927415,9.82417903363687,-0.271941164584483,22,5922,0,0,0,0,90,8100,1,1,0,NA
2003,910,12669.4186287454,9.44694638660695,-0.422311008897466,7,208,0,0,0,0,30,900,0,0,0,NA
2003,911,24506.7242153779,10.1067028166467,0.1331212338927,5,2360,0,1,0,0,95,9025,1,1,1,NA
2003,912,11073.5178066644,9.31231175360163,0.0247151301759505,11,732,1,0,0,1,28,784,1,1,0,NA
2003,913,7954.01999389766,8.98143273945541,-0.305772449275699,23,4527,0,0,1,0,72,5184,1,0,1,NA
